node_id	node_length	node_label	node_p_virus	node_p_plasmid	node_p_bacteria	node_p_eukaryota	node_prior_weight
217	1661	Virus	1.0	0.0	0.0	0.0	4947.0
219	220	Bacteria	0.0	0.0	1.0	0.0	220.0
221	627	Unknown	0.35419863844909516	0.17745956691157447	0.29113557703477644	0.17720621760455388	893.0
223	4721	Eukaryota	0.0	0.0	0.0	1.0	36291.0
227	1117	Unknown	0.18947791691209875	0.14750849907063718	0.57014603268175	0.092867551335514	2962.0
229	1078	Unknown	0.571699416173317	0.006219507085665866	0.008379773848078845	0.41370130289293827	10851.0
231	478	Eukaryota	0.0	0.0	0.0	1.0	778.0
233	667	Unknown	0.4	0.2	0.2	0.2	3286.0
235	996	Unknown	0.38245043002193924	0.2373538098656525	0.20013485412030807	0.1800609059921002	996.0
237	939	Virus	1.0	0.0	0.0	0.0	7004.0
239	1139	Unknown	0.45840852366178064	0.1722682183072495	0.2000682495546068	0.16925500847636307	1492.0
243	1048	Virus	1.0	0.0	0.0	0.0	7407.0
245	1804	Virus	1.0	0.0	0.0	0.0	14258.0
247	545	Unknown	0.3685959243583338	0.19357354461484838	0.2584235017232533	0.17940702930356459	545.0
249	855	Eukaryota	0.0	0.0	0.0	1.0	2682.0
253	1443	Unknown	0.7099587226748476	0.09673691902468079	0.09668848638812164	0.09661587191235006	2740.0
255	1321	Unknown	0.179456372530864	0.12294888796757719	0.6126525826419117	0.08494215685964718	2789.0
259	1144	Unknown	0.49503342197640293	0.14439573874856518	0.1475499183864463	0.21302092088858549	1995.0
261	1398	Unknown	0.7117276960744078	0.09590414372214423	0.09651673063091186	0.09585142957253608	2141.0
263	1293	Unknown	0.4609986384074089	0.15871292832243955	0.15843801246225947	0.22185042080789208	1820.0
265	1340	Eukaryota	0.0	0.0	0.0	1.0	6931.0
267	4246	Eukaryota	0.0	0.0	0.0	1.0	30492.0
269	1638	Virus	1.0	0.0	0.0	0.0	7222.0
271	3124	Virus	1.0	0.0	0.0	0.0	25857.0
273	1216	Virus	1.0	0.0	0.0	0.0	3420.0
275	5141	Eukaryota	0.0	0.0	0.0	1.0	5141.0
277	1471	Virus	1.0	0.0	0.0	0.0	6980.0
281	575	Virus	1.0	0.0	0.0	0.0	1796.0
283	931	Virus	1.0	0.0	0.0	0.0	4138.0
285	1054	Unknown	0.26241725596942567	0.14569081272434256	0.4647958033086472	0.12709612799758446	1687.0
287	1426	Bacteria	0.0	0.0	1.0	0.0	5545.0
289	2924	Plasmid	0.0	1.0	0.0	0.0	3294.0
291	859	Unknown	0.6112805467917845	0.12614514357773937	0.1384517335882817	0.12412257604219462	1678.0
293	663	Virus	1.0	0.0	0.0	0.0	3264.0
295	598	Unknown	0.3543901245787967	0.178418250854669	0.2899993083306913	0.17719231623584294	598.0
297	646	Unknown	0.3041462773891749	0.15658150064456602	0.3869220265576697	0.15235019540858943	1313.0
299	1312	Virus	1.0	0.0	0.0	0.0	3294.0
301	1292	Unknown	0.18977906723789914	0.10979899977268008	0.6055157505978371	0.09490618239158372	2138.0
305	4588	Bacteria	0.0	0.0	1.0	0.0	7192.0
307	165	Eukaryota	0.0	0.0	0.0	1.0	380.0
311	584	Unknown	0.5497595295596622	0.15007615696526908	0.15013954817664057	0.15002476529842818	1458.0
317	708	Virus	1.0	0.0	0.0	0.0	3223.0
323	57	Unknown	0.39999998696204353	0.2000000248687942	0.19999999453052492	0.19999999363863735	57.0
325	451	Unknown	0.4	0.2	0.2	0.2	451.0
327	57	Unknown	0.3999999995328335	0.20000000079198785	0.19999999989097922	0.1999999997841994	57.0
331	429	Unknown	0.5237100949234245	0.15876317607943338	0.15876357267106916	0.15876315632607296	1366.0
333	620	Eukaryota	0.0	0.0	0.0	1.0	1931.0
335	57	Unknown	0.39999999937909536	0.19999999983556138	0.20000000130885598	0.19999999947648722	57.0
337	57	Unknown	0.3999999980424419	0.20000000237769405	0.20000000029875953	0.19999999928110446	57.0
341	62	Eukaryota	0.0	0.0	0.0	1.0	62.0
353	2774	Eukaryota	0.0	0.0	0.0	1.0	33005.0
355	980	Eukaryota	0.0	0.0	0.0	1.0	16531.0
367	321	Unknown	0.4	0.2	0.2	0.2	321.0
371	178	Eukaryota	0.0	0.0	0.0	1.0	14174.0
379	987	Unknown	0.4539166685554549	0.16083099150002816	0.16012368694131432	0.22512865300320264	1157.0
387	867	Eukaryota	0.0	0.0	0.0	1.0	19929.0
399	68	Eukaryota	0.0	0.0	0.0	1.0	68.0
403	2216	Eukaryota	0.0	0.0	0.0	1.0	2216.0
415	705	Unknown	0.5229328056365489	0.15894855675037858	0.15945184233038331	0.1586667952826893	1104.0
419	160	Virus	1.0	0.0	0.0	0.0	7387.0
421	889	Unknown	0.2276714881976929	0.15325153448741954	0.518108533395559	0.1009684439193286	2691.0
431	114	Unknown	0.44546919511288724	0.1767887075576559	0.17700308795752767	0.20073900937192923	547.0
435	111	Eukaryota	0.0	0.0	0.0	1.0	111.0
439	848	Unknown	0.22625405506004906	0.30193139186625084	0.3635568346586115	0.10825771841508855	2730.0
445	57	Unknown	0.3999999997360143	0.20000000000474671	0.20000000039896307	0.19999999986027592	57.0
447	463	Unknown	0.45047756719126475	0.18166536719096388	0.17777964328142876	0.19007742233634262	633.0
451	681	Virus	1.0	0.0	0.0	0.0	35952.0
465	2731	Eukaryota	0.0	0.0	0.0	1.0	5165.0
479	2695	Eukaryota	0.0	0.0	0.0	1.0	2730.0
493	136	Eukaryota	0.0	0.0	0.0	1.0	136.0
495	56	Eukaryota	0.0	0.0	0.0	1.0	56.0
509	2037	Eukaryota	0.0	0.0	0.0	1.0	10675.0
523	4276	Eukaryota	0.0	0.0	0.0	1.0	4276.0
537	9941	Eukaryota	0.0	0.0	0.0	1.0	10137.0
551	193	Eukaryota	0.0	0.0	0.0	1.0	71167.0
561	131	Eukaryota	0.0	0.0	0.0	1.0	131.0
571	63	Eukaryota	0.0	0.0	0.0	1.0	63.0
577	7908	Eukaryota	0.0	0.0	0.0	1.0	16322.0
591	5532	Eukaryota	0.0	0.0	0.0	1.0	6282.0
605	10401	Eukaryota	0.0	0.0	0.0	1.0	49473.0
619	7486	Eukaryota	0.0	0.0	0.0	1.0	12340.0
633	192	Eukaryota	0.0	0.0	0.0	1.0	11124.0
647	150	Eukaryota	0.0	0.0	0.0	1.0	150.0
657	63	Eukaryota	0.0	0.0	0.0	1.0	63.0
663	5528	Eukaryota	0.0	0.0	0.0	1.0	5668.0
665	58	Unknown	0.39999999318935375	0.20000000026491171	0.20000000993016484	0.19999999661556972	58.0
669	107	Unknown	0.39908531573349204	0.2010924757541692	0.1995504963716152	0.20027171214072356	107.0
681	941	Unknown	0.303299588062903	0.18992852044416939	0.3920758583202422	0.11469603317268545	2834.0
695	8298	Eukaryota	0.0	0.0	0.0	1.0	29790.0
709	1028	Eukaryota	0.0	0.0	0.0	1.0	1028.0
723	264	Eukaryota	0.0	0.0	0.0	1.0	264.0
725	58	Eukaryota	0.0	0.0	0.0	1.0	58.0
735	225	Virus	1.0	0.0	0.0	0.0	225.0
749	134	Eukaryota	0.0	0.0	0.0	1.0	382.0
761	93	Eukaryota	0.0	0.0	0.0	1.0	93.0
765	301	Eukaryota	0.0	0.0	0.0	1.0	7121.0
775	117	Eukaryota	0.0	0.0	0.0	1.0	1293.0
785	142	Virus	1.0	0.0	0.0	0.0	13258.0
789	83	Eukaryota	0.0	0.0	0.0	1.0	83.0
793	56	Eukaryota	0.0	0.0	0.0	1.0	56.0
797	61	Bacteria	0.0	0.0	1.0	0.0	61.0
799	56	Eukaryota	0.0	0.0	0.0	1.0	56.0
807	147	Unknown	0.3997610217848673	0.20025645813738924	0.1999082510338917	0.20007426904385173	147.0
815	57	Unknown	0.39999998795546604	0.20000001561296193	0.2000000010089296	0.19999999542264243	57.0
817	521	Unknown	0.4517158991899529	0.18073464366970865	0.18486175763673246	0.18268769950360586	521.0
825	131	Eukaryota	0.0	0.0	0.0	1.0	131.0
839	131	Eukaryota	0.0	0.0	0.0	1.0	346.0
853	167	Eukaryota	0.0	0.0	0.0	1.0	424.0
859	83	Eukaryota	0.0	0.0	0.0	1.0	83.0
865	130	Virus	1.0	0.0	0.0	0.0	34538.0
879	283	Unknown	0.3545849080162161	0.13842100415845945	0.3691216020385144	0.13787248578681	1957.0
881	401	Plasmid	0.0	1.0	0.0	0.0	11872.0
895	220	Bacteria	0.0	0.0	1.0	0.0	4294.0
905	67	Eukaryota	0.0	0.0	0.0	1.0	67.0
907	130	Virus	1.0	0.0	0.0	0.0	130.0
917	672	Bacteria	0.0	0.0	1.0	0.0	162538.0
923	63	Eukaryota	0.0	0.0	0.0	1.0	63.0
929	346	Bacteria	0.0	0.0	1.0	0.0	20589.0
931	58	Eukaryota	0.0	0.0	0.0	1.0	58.0
945	311	Virus	1.0	0.0	0.0	0.0	55291.0
955	440	Bacteria	0.0	0.0	1.0	0.0	24295.0
963	386	Unknown	0.2519097503443192	0.10898944602625182	0.10906907088835227	0.5300317327410766	2798.0
967	74	Eukaryota	0.0	0.0	0.0	1.0	74.0
971	62	Eukaryota	0.0	0.0	0.0	1.0	62.0
975	306	Unknown	0.3803786180649823	0.1995353684389931	0.23326802755059992	0.18681798594542467	1175.0
977	2048	Unknown	0.0006604067147852379	0.4536896668657891	0.5453152210230938	0.00033470539633183045	22225.0
983	61	Eukaryota	0.0	0.0	0.0	1.0	61.0
985	57	Unknown	0.3999996451062529	0.20000069299009843	0.19999983743146976	0.1999998244721789	57.0
995	292	Bacteria	0.0	0.0	1.0	0.0	292.0
1005	523	Plasmid	0.0	1.0	0.0	0.0	1120.0
1019	170	Bacteria	0.0	0.0	1.0	0.0	29366.0
1033	66	Eukaryota	0.0	0.0	0.0	1.0	66.0
1035	2077	Unknown	0.17223743643561537	0.3418119658271198	0.3999459402227425	0.08600465751452233	3029.0
1037	2089	Bacteria	0.0	0.0	1.0	0.0	27092.0
1047	140	Bacteria	0.0	0.0	1.0	0.0	23634.0
1053	302	Unknown	0.5511827375982916	0.14956795989068647	0.14971817848355407	0.1495311240274679	1251.0
1063	268	Unknown	0.4019564017927168	0.18004651367418725	0.18444278476871062	0.2335542997643854	637.0
1065	558	Unknown	0.19933050883804318	0.11278411024468393	0.5896656636109497	0.0982197173063232	2062.0
1079	193	Unknown	0.3651051866124657	0.18111225815731144	0.18732335452561458	0.26645920070460827	676.0
1083	58	Eukaryota	0.0	0.0	0.0	1.0	58.0
1085	58	Unknown	0.39999998432858175	0.20000003085076987	0.1999999926246371	0.1999999921960113	58.0
1097	1099	Virus	1.0	0.0	0.0	0.0	5221.0
1111	388	Plasmid	0.0	1.0	0.0	0.0	70467.0
1125	164	Bacteria	0.0	0.0	1.0	0.0	132729.0
1139	278	Eukaryota	0.0	0.0	0.0	1.0	559.0
1155	61	Eukaryota	0.0	0.0	0.0	1.0	61.0
1167	413	Unknown	0.36448869835811004	0.18043639967420452	0.1804485066767694	0.2746263952909161	913.0
1181	1067	Virus	1.0	0.0	0.0	0.0	3672.0
1189	134	Unknown	2.3933501458353253e-11	0.4630475744710937	0.5369524255037297	1.2431415317932868e-12	107712.0
1197	18707	Bacteria	0.0	0.0	1.0	0.0	18711.0
1211	325	Bacteria	0.0	0.0	1.0	0.0	24838.0
1213	62	Eukaryota	0.0	0.0	0.0	1.0	148.0
1217	1014	Eukaryota	0.0	0.0	0.0	1.0	5188.0
1231	60	Eukaryota	0.0	0.0	0.0	1.0	60.0
1235	154	Eukaryota	0.0	0.0	0.0	1.0	154.0
1245	1501	Eukaryota	0.0	0.0	0.0	1.0	24795.0
1259	2114	Bacteria	0.0	0.0	1.0	0.0	40820.0
1265	62	Eukaryota	0.0	0.0	0.0	1.0	62.0
1273	116	Bacteria	0.0	0.0	1.0	0.0	570.0
1277	354	Unknown	0.5344794413301528	0.1551734411535674	0.15517369620103152	0.15517342131524817	1204.0
1279	4664	Bacteria	0.0	0.0	1.0	0.0	7994.0
1285	94	Eukaryota	0.0	0.0	0.0	1.0	858.0
1293	58	Eukaryota	0.0	0.0	0.0	1.0	58.0
1297	16519	Bacteria	0.0	0.0	1.0	0.0	104525.0
1311	4881	Bacteria	0.0	0.0	1.0	0.0	4883.0
1349	5586	Bacteria	0.0	0.0	1.0	0.0	7698.0
1353	328	Virus	1.0	0.0	0.0	0.0	2822.0
1363	60	Eukaryota	0.0	0.0	0.0	1.0	60.0
1365	742	Eukaryota	0.0	0.0	0.0	1.0	27067.0
1381	713	Unknown	0.004472498253629705	0.4088516210404239	0.5844396978289498	0.00223618287699665	59074.0
1395	8919	Bacteria	0.0	0.0	1.0	0.0	58427.0
1409	69	Eukaryota	0.0	0.0	0.0	1.0	69.0
1411	1554	Eukaryota	0.0	0.0	0.0	1.0	2129.0
1415	83	Eukaryota	0.0	0.0	0.0	1.0	83.0
1417	267	Unknown	0.19603975487527234	0.07906349448280633	0.0790198565162555	0.6458768941256658	3293.0
1421	57	Unknown	0.3999999887664804	0.20000001851776883	0.19999999833594428	0.19999999437980653	57.0
1427	14275	Bacteria	0.0	0.0	1.0	0.0	44901.0
1429	29402	Bacteria	0.0	0.0	1.0	0.0	44901.0
1435	17697	Eukaryota	0.0	0.0	0.0	1.0	17697.0
1449	1156	Eukaryota	0.0	0.0	0.0	1.0	4061.0
1453	2024	Eukaryota	0.0	0.0	0.0	1.0	24234.0
1465	17525	Eukaryota	0.0	0.0	0.0	1.0	18251.0
1479	227	Plasmid	0.0	1.0	0.0	0.0	4237.0
1481	2465	Eukaryota	0.0	0.0	0.0	1.0	2465.0
1485	1497	Plasmid	0.0	1.0	0.0	0.0	11404.0
1497	313	Eukaryota	0.0	0.0	0.0	1.0	31336.0
1511	15478	Eukaryota	0.0	0.0	0.0	1.0	73629.0
1521	916	Virus	1.0	0.0	0.0	0.0	3201.0
1527	385	Eukaryota	0.0	0.0	0.0	1.0	29443.0
1541	9369	Eukaryota	0.0	0.0	0.0	1.0	9369.0
1555	11092	Eukaryota	0.0	0.0	0.0	1.0	11092.0
1581	688	Eukaryota	0.0	0.0	0.0	1.0	1271.0
1595	27698	Eukaryota	0.0	0.0	0.0	1.0	47433.0
1609	8503	Eukaryota	0.0	0.0	0.0	1.0	8503.0
1623	743	Eukaryota	0.0	0.0	0.0	1.0	1018.0
1637	3430	Virus	1.0	0.0	0.0	0.0	12651.0
1651	3016	Eukaryota	0.0	0.0	0.0	1.0	3482.0
1663	106	Eukaryota	0.0	0.0	0.0	1.0	106.0
1667	225	Virus	1.0	0.0	0.0	0.0	34538.0
1669	5767	Virus	1.0	0.0	0.0	0.0	9274.0
1675	60	Unknown	0.39998378235078647	0.19999142496185762	0.19999792872650624	0.20002686396084973	60.0
1681	133	Unknown	0.3032015067608763	0.15138918048014655	0.15440102503426714	0.39100828772470997	1280.0
1687	5583	Eukaryota	0.0	0.0	0.0	1.0	6957.0
1701	18955	Eukaryota	0.0	0.0	0.0	1.0	19031.0
1709	80	Eukaryota	0.0	0.0	0.0	1.0	80.0
1711	76	Eukaryota	0.0	0.0	0.0	1.0	76.0
1719	17841	Eukaryota	0.0	0.0	0.0	1.0	19698.0
1733	16354	Eukaryota	0.0	0.0	0.0	1.0	72397.0
1747	10950	Eukaryota	0.0	0.0	0.0	1.0	20668.0
1785	3384	Eukaryota	0.0	0.0	0.0	1.0	3384.0
1799	3471	Eukaryota	0.0	0.0	0.0	1.0	3471.0
1801	23495	Plasmid	0.0	1.0	0.0	0.0	55209.0
1815	1223	Eukaryota	0.0	0.0	0.0	1.0	2378.0
1827	873	Unknown	0.3563447012038616	0.2756141306132212	0.189855646814447	0.1781855213684703	873.0
1831	19804	Eukaryota	0.0	0.0	0.0	1.0	32770.0
1845	15742	Eukaryota	0.0	0.0	0.0	1.0	15742.0
1859	25401	Eukaryota	0.0	0.0	0.0	1.0	25401.0
1865	65	Eukaryota	0.0	0.0	0.0	1.0	65.0
1919	536	Unknown	0.4894096690185328	0.15625555878194958	0.15617440890087833	0.1981603632986392	1445.0
1925	1899	Unknown	0.3892950774256848	0.15956683807294042	0.15551907520717353	0.2956190092942014	1899.0
1927	8307	Bacteria	0.0	0.0	1.0	0.0	10702.0
1929	60	Eukaryota	0.0	0.0	0.0	1.0	60.0
1943	734	Unknown	0.4836974360778512	0.13883203890702436	0.1388600807461954	0.23861044426892886	1799.0
1967	2027	Virus	1.0	0.0	0.0	0.0	6362.0
1983	6684	Bacteria	0.0	0.0	1.0	0.0	11656.0
1985	1819	Unknown	0.2750163311108853	0.09416279042893513	0.09422674666114697	0.5365941317990327	2737.0
1991	1469	Unknown	0.23968669934465509	0.11369093014040904	0.11282624191449425	0.5337961286004416	2594.0
2021	1434	Virus	1.0	0.0	0.0	0.0	35952.0
2035	7890	Bacteria	0.0	0.0	1.0	0.0	44670.0
2061	39016	Bacteria	0.0	0.0	1.0	0.0	41771.0
2075	31107	Bacteria	0.0	0.0	1.0	0.0	40820.0
2089	2963	Eukaryota	0.0	0.0	0.0	1.0	5306.0
2103	178	Eukaryota	0.0	0.0	0.0	1.0	545.0
2107	250	Unknown	0.4	0.2	0.2	0.2	250.0
2119	3194	Bacteria	0.0	0.0	1.0	0.0	14375.0
2133	25489	Eukaryota	0.0	0.0	0.0	1.0	25489.0
2147	4721	Eukaryota	0.0	0.0	0.0	1.0	5097.0
2161	16757	Eukaryota	0.0	0.0	0.0	1.0	16757.0
2175	3539	Eukaryota	0.0	0.0	0.0	1.0	3539.0
2189	24266	Eukaryota	0.0	0.0	0.0	1.0	28528.0
2203	40090	Eukaryota	0.0	0.0	0.0	1.0	40132.0
2229	1864	Virus	1.0	0.0	0.0	0.0	4058.0
2233	333	Unknown	0.4561197325734925	0.18129327316360655	0.1812936217548569	0.18129337250804406	333.0
2245	194	Eukaryota	0.0	0.0	0.0	1.0	775.0
2247	1454	Eukaryota	0.0	0.0	0.0	1.0	1454.0
2261	32264	Eukaryota	0.0	0.0	0.0	1.0	32264.0
2285	481	Unknown	0.37852218296730944	0.2521305244153721	0.2240189804647977	0.14532831215252076	1777.0
2291	1824	Unknown	0.4101024053046323	0.00031539694518941346	0.0003250251100343235	0.589257172640144	17894.0
2303	621	Virus	1.0	0.0	0.0	0.0	4058.0
2309	242	Bacteria	0.0	0.0	1.0	0.0	73153.0
2319	13176	Eukaryota	0.0	0.0	0.0	1.0	13176.0
2329	61	Eukaryota	0.0	0.0	0.0	1.0	61.0
2333	1264	Virus	1.0	0.0	0.0	0.0	14258.0
2337	9923	Eukaryota	0.0	0.0	0.0	1.0	10566.0
2351	6605	Eukaryota	0.0	0.0	0.0	1.0	11160.0
2355	156	Eukaryota	0.0	0.0	0.0	1.0	156.0
2363	131	Unknown	0.39997063367040986	0.2000342496060299	0.19998629072011084	0.20000882600344938	131.0
2369	43182	Eukaryota	0.0	0.0	0.0	1.0	96072.0
2377	201	Virus	1.0	0.0	0.0	0.0	201.0
2385	78	Eukaryota	0.0	0.0	0.0	1.0	78.0
2389	345	Unknown	0.4	0.2	0.2	0.2	974.0
2391	306	Eukaryota	0.0	0.0	0.0	1.0	603.0
2395	1363	Eukaryota	0.0	0.0	0.0	1.0	2854.0
2403	1527	Unknown	0.7282416678988354	0.09058770962633896	0.09060823348471855	0.090562388990107	2416.0
2443	3084	Virus	1.0	0.0	0.0	0.0	55291.0
2457	459	Unknown	0.4	0.2	0.2	0.2	459.0
2471	911	Eukaryota	0.0	0.0	0.0	1.0	55686.0
2473	92	Unknown	0.5517298950259071	0.14942314423261155	0.1494234613663285	0.14942349937515276	1286.0
2487	6997	Eukaryota	0.0	0.0	0.0	1.0	7181.0
2491	974	Unknown	0.2571421163671791	0.19815298215294652	0.452600836649457	0.09210406483041746	3941.0
2493	442	Unknown	0.4	0.2	0.2	0.2	442.0
2495	697	Unknown	0.35936305741306895	0.22501764480588882	0.2354830369033941	0.18013626087764822	697.0
2497	3037	Virus	1.0	0.0	0.0	0.0	18886.0
2503	1262	Unknown	0.3564884230070806	0.27692098021112826	0.2054141739066379	0.1611764228751532	1262.0
2505	1489	Unknown	0.16391747526612516	0.12302378200600954	0.6299542674667303	0.08310447526113493	2933.0
2507	3067	Virus	1.0	0.0	0.0	0.0	4600.0
2509	1242	Virus	1.0	0.0	0.0	0.0	3353.0
2511	1296	Unknown	0.31348516256158043	0.19207961281445698	0.33821514990454915	0.15622007471941343	1296.0
2513	356	Unknown	0.4	0.2	0.2	0.2	356.0
2517	1346	Unknown	0.3057382431016597	0.16942998352065422	0.3721434420040495	0.15268833137363663	1346.0
2519	2082	Virus	1.0	0.0	0.0	0.0	7661.0
2523	1704	Unknown	0.36583382147809856	0.28701952245715345	0.20126373978156228	0.1458829162831857	1704.0
2525	994	Unknown	0.3590398912102728	0.2796147828777988	0.18319252813459697	0.1781527977773315	994.0
2527	1074	Unknown	0.22783639100235145	0.49423957877392605	0.21179018859432688	0.06613384162939562	4807.0
2529	983	Unknown	0.22783639100235145	0.49423957877392605	0.21179018859432688	0.06613384162939562	4807.0
2533	732	Eukaryota	0.0	0.0	0.0	1.0	1518.0
2537	1788	Unknown	0.3649050152115879	0.15147212223521722	0.33904963246616054	0.14457323008703435	1788.0
2539	687	Unknown	0.3084842865757229	0.1812557239197113	0.35606916544696815	0.1541908240575976	1034.0
2541	800	Unknown	0.41515587944125876	0.1971264014675409	0.1991056535409889	0.18861206555021154	800.0
2543	790	Unknown	0.35875410141524705	0.2550734092782078	0.20700477763846123	0.1791677116680839	790.0
2545	1867	Unknown	0.3952517357152831	0.13886129954196003	0.38132376796211875	0.08456319678063812	3554.0
2547	1061	Unknown	0.4519836271121456	0.2292006912843533	0.2205476267655812	0.0982680548379198	3160.0
2549	572	Unknown	0.4	0.2	0.2	0.2	1812.0
2551	950	Unknown	0.2632037934629303	0.17838565107149304	0.4746363236223304	0.08377423184324623	4157.0
2553	886	Unknown	0.1927558552294699	0.21439369513226347	0.534879773454388	0.057970676183878696	4882.0
2555	60	Eukaryota	0.0	0.0	0.0	1.0	60.0
2557	2162	Bacteria	0.0	0.0	1.0	0.0	3720.0
2559	557	Unknown	0.5534563625056019	0.13375942706841468	0.17895340793494577	0.13383080249103763	1852.0
2561	841	Unknown	0.30321143650676285	0.15355431664333208	0.3835307219236877	0.1597035249262174	1360.0
2563	1527	Unknown	0.24169271805363526	0.25817712046144065	0.384987497277758	0.11514266420716597	2878.0
2565	61	Eukaryota	0.0	0.0	0.0	1.0	61.0
2567	1050	Unknown	0.297883827009549	0.14911518672472054	0.40402168634809216	0.14897929991763825	1050.0
2571	1016	Unknown	0.30331801396954394	0.15874910436212214	0.383868990205207	0.154063891463127	1016.0
2573	273	Unknown	0.4	0.2	0.2	0.2	273.0
2575	845	Unknown	0.4	0.2	0.2	0.2	7982.0
2577	1536	Bacteria	0.0	0.0	1.0	0.0	14969.0
2579	1170	Unknown	0.38464123544400003	0.16515620765780703	0.2878231046641571	0.1623794522340359	1170.0
2581	2172	Plasmid	0.0	1.0	0.0	0.0	5167.0
2583	1512	Unknown	0.16758973632894764	0.3108971834552704	0.43757533300388346	0.08393774721189856	3112.0
2587	1602	Unknown	0.2777287763536818	0.21380901182358197	0.3707725526213906	0.13768965920134577	1602.0
2591	856	Unknown	0.11023527476766146	0.3385661779874629	0.4977700979830931	0.053428449261782675	4678.0
2593	451	Virus	1.0	0.0	0.0	0.0	5556.0
2595	626	Unknown	0.15053034629780718	0.2507160707212711	0.5286355895272984	0.0701179934536235	3949.0
2597	1340	Bacteria	0.0	0.0	1.0	0.0	4090.0
2599	1002	Unknown	0.49471792466602166	0.1570775826007411	0.20662542275725534	0.1415790699759819	1616.0
2603	695	Unknown	0.24113221532443074	0.12411479840079762	0.5145377834562105	0.12021520281856109	1662.0
