dataset	sample	model	n_eval	precision_macro	recall_macro	f1_macro	precision_bacteria	recall_bacteria	f1_bacteria	support_bacteria	precision_eukaryota	recall_eukaryota	f1_eukaryota	support_eukaryota	precision_plasmid	recall_plasmid	f1_plasmid	support_plasmid	precision_virus	recall_virus	f1_virus	support_virus
cami_i_high	CAMI_I_high_S003_short	hybrid_no_rescue	240281	0.25	0.248393547554738	0.24919418476967461	1.0	0.993574190218952	0.9967767390786985	240281	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0
cami_i_high	CAMI_I_high_S003_short	hybrid_rescue	240281	0.25	0.22665337667148047	0.23775492607880416	1.0	0.9066135066859219	0.9510197043152167	240281	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0
cami_i_high	CAMI_I_high_S004_short	dmc	246245	0.25	0.10751385814940405	0.1503632036893998	1.0	0.4300554325976162	0.6014528147575992	246245	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0
cami_i_high	CAMI_I_high_S004_short	4cac	246245	0.25	0.2380840220105992	0.24389655394766127	1.0	0.9523360880423968	0.9755862157906451	246245	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0
cami_i_high	CAMI_I_high_S004_short	hybrid_no_rescue	246245	0.25	0.24865276452313753	0.24932456231434372	1.0	0.9946110580925501	0.9972982492573749	246245	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0
cami_i_high	CAMI_I_high_S004_short	hybrid_rescue	246245	0.25	0.2256086417998335	0.23717887142049032	1.0	0.902434567199334	0.9487154856819613	246245	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0
cami_i_high	CAMI_I_high_S005_short	dmc	248413	0.25	0.10915894095719628	0.15196467149930368	1.0	0.4366357638287851	0.6078586859972147	248413	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0
cami_i_high	CAMI_I_high_S005_short	4cac	248413	0.25	0.23864693071618634	0.24419157853546014	1.0	0.9545877228647454	0.9767663141418406	248413	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0
cami_i_high	CAMI_I_high_S005_short	hybrid_no_rescue	248413	0.25	0.25	0.25	1.0	1.0	1.0	248413	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0
cami_i_high	CAMI_I_high_S005_short	hybrid_rescue	248413	0.25	0.22724958033597276	0.23808253553203154	1.0	0.908998321343891	0.9523301421281262	248413	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0
cami_ii_marine	CAMI_II_marine_s0_long	dmc	40276	0.24998284736223994	0.2054280889948351	0.1818978401582813	0.9998697181569461	0.5717123559793404	0.7274680484683802	40272	0.0	0.0	0.0	0	6.167129201356769e-05	0.25	0.0001233121647450521	4	0.0	0.0	0.0	0
cami_ii_marine	CAMI_II_marine_s0_long	4cac	40276	0.24997134670487106	0.216626936829559	0.23210769967541106	0.9998853868194842	0.866507747318236	0.9284307987016442	40272	0.0	0.0	0.0	0	0.0	0.0	0.0	4	0.0	0.0	0.0	0
cami_ii_marine	CAMI_II_marine_s0_long	hybrid_no_rescue	40276	0.24997517131790645	0.25	0.24998758504245916	0.9999006852716258	1.0	0.9999503401698366	40272	0.0	0.0	0.0	0	0.0	0.0	0.0	4	0.0	0.0	0.0	0
cami_ii_marine	CAMI_II_marine_s0_long	hybrid_rescue	40276	0.24998424704872138	0.2118469408025427	0.18701107146213664	0.9998753169028719	0.5973877632101708	0.7479209736838015	40272	0.0	0.0	0.0	0	6.167129201356769e-05	0.25	0.0001233121647450521	4	0.0	0.0	0.0	0
cami_ii_marine	CAMI_II_marine_s0_short	dmc	1059126	0.2499803600434397	0.03037486714011738	0.053484700414067665	0.9998974593584111	0.11975426786238924	0.2138914901335493	1058551	0.0	0.0	0.0	0	2.398081534772182e-05	0.0017452006980802793	4.731152272135879e-05	573	0.0	0.0	0.0	2
cami_ii_marine	CAMI_II_marine_s0_short	4cac	1059126	0.2498520748418792	0.20025015327556253	0.22231801203280835	0.9994082993675169	0.8010006131022501	0.8892720481312334	1058551	0.0	0.0	0.0	0	0.0	0.0	0.0	573	0.0	0.0	0.0	2
cami_ii_marine	CAMI_II_marine_s0_short	hybrid_no_rescue	1059126	0.24986427462695587	0.24999952765620173	0.2499318828432125	0.9994570985078235	0.9999981106248069	0.99972753137285	1058551	0.0	0.0	0.0	0	0.0	0.0	0.0	573	0.0	0.0	0.0	2
cami_ii_marine	CAMI_II_marine_s0_short	hybrid_rescue	1059126	0.24986495272793702	0.24058769580874081	0.24492084653456586	0.9994358300964004	0.960605582536883	0.9796360746155421	1058551	0.0	0.0	0.0	0	2.398081534772182e-05	0.0017452006980802793	4.731152272135879e-05	573	0.0	0.0	0.0	2
cami_ii_marine	CAMI_II_marine_s5_long	dmc	46149	0.24997324104466961	0.15182789407532613	0.1889139051419635	0.9998929641786785	0.6073115763013045	0.755655620567854	46146	0.0	0.0	0.0	0	0.0	0.0	0.0	3	0.0	0.0	0.0	0
cami_ii_marine	CAMI_II_marine_s5_long	4cac	46149	0.24998118036735922	0.21588545052658953	0.2316856205958278	0.9999247214694369	0.8635418021063581	0.9267424823833113	46146	0.0	0.0	0.0	0	0.0	0.0	0.0	3	0.0	0.0	0.0	0
cami_ii_marine	CAMI_II_marine_s5_long	hybrid_no_rescue	46149	0.2499837482935708	0.25	0.24999187388265887	0.9999349931742832	1.0	0.9999674955306355	46146	0.0	0.0	0.0	0	0.0	0.0	0.0	3	0.0	0.0	0.0	0
cami_ii_marine	CAMI_II_marine_s5_long	hybrid_rescue	46149	0.24997426836381104	0.15789017466302604	0.1935372478185223	0.9998970734552441	0.6315606986521042	0.7741489912740892	46146	0.0	0.0	0.0	0	0.0	0.0	0.0	3	0.0	0.0	0.0	0
cami_ii_marine	CAMI_II_marine_s5_short	dmc	1113623	0.25005253373809394	0.026151376241754787	0.044035513963561354	0.9998972260373163	0.09621496339569954	0.17553873760386834	1112301	0.0	0.0	0.0	0	0.00031290891505945267	0.008390541571319604	0.0006033182503770739	1311	0.0	0.0	0.0	11
cami_ii_marine	CAMI_II_marine_s5_short	4cac	1113623	0.24965591557245728	0.1968347596558845	0.22012088881024458	0.9986236622898291	0.787339038623538	0.8804835552409783	1112301	0.0	0.0	0.0	0	0.0	0.0	0.0	1311	0.0	0.0	0.0	11
cami_ii_marine	CAMI_II_marine_s5_short	hybrid_no_rescue	1113623	0.24970322012894883	0.24999932572208422	0.2498511851948025	0.9988128805157953	0.9999973028883369	0.99940474077921	1112301	0.0	0.0	0.0	0	0.0	0.0	0.0	1311	0.0	0.0	0.0	11
cami_ii_marine	CAMI_II_marine_s5_short	hybrid_rescue	1113623	0.2497743239140629	0.24419869436877256	0.24599076065528364	0.9987843867411922	0.9684042359037707	0.9833597243707575	1112301	0.0	0.0	0.0	0	0.00031290891505945267	0.008390541571319604	0.0006033182503770739	1311	0.0	0.0	0.0	11
cami_ii_marine	CAMI_II_marine_s9_long	dmc	49106	0.24998277169044172	0.1477476376669925	0.18572562271202928	0.9999310867617669	0.59099055066797	0.7429024908481171	49104	0.0	0.0	0.0	0	0.0	0.0	0.0	2	0.0	0.0	0.0	0
cami_ii_marine	CAMI_II_marine_s9_long	4cac	49106	0.24998818665091554	0.21547633594004562	0.23145282131490008	0.9999527466036622	0.8619053437601825	0.9258112852596003	49104	0.0	0.0	0.0	0	0.0	0.0	0.0	2	0.0	0.0	0.0	0
cami_ii_marine	CAMI_II_marine_s9_long	hybrid_no_rescue	49106	0.24998981794485398	0.25	0.24999490886875064	0.9999592717794159	1.0	0.9999796354750026	49104	0.0	0.0	0.0	0	0.0	0.0	0.0	2	0.0	0.0	0.0	0
cami_ii_marine	CAMI_II_marine_s9_long	hybrid_rescue	49106	0.24998344864113345	0.15379093352883674	0.19042905954887598	0.9999337945645338	0.615163734115347	0.7617162381955039	49104	0.0	0.0	0.0	0	0.0	0.0	0.0	2	0.0	0.0	0.0	0
camisim	long_reads	dmc	36591	0.24760058701210763	0.23910862109817857	0.20121625744406546	0.2592832342729359	0.4604933110367893	0.3317646172960355	9568	0.7227361246348588	0.3348496240601504	0.45766108313636833	26600	0.006608591168519075	0.0625	0.0119532735669655	352	0.0017743979721166034	0.09859154929577464	0.0034860557768924302	71
camisim	long_reads	4cac	36591	0.24945748687149633	0.21241467814624862	0.1962789413702368	0.26049204052098407	0.5267558528428093	0.3485959330474478	9568	0.7246905885495504	0.30597744360902257	0.4302820438264915	26600	0.011764705882352941	0.002840909090909091	0.004576659038901602	352	0.00088261253309797	0.014084507042253521	0.0016611295681063123	71
camisim	long_reads	hybrid_no_rescue	36591	0.2476855452452623	0.24136995644877893	0.20043456461090364	0.2591389594283352	0.45861204013377926	0.33115731481830873	9568	0.7230189297713677	0.33169172932330826	0.4547586526814937	26600	0.0066565809379727685	0.0625	0.012031719989062073	352	0.0019277108433734939	0.11267605633802817	0.0037905709547500594	71
camisim	long_reads	hybrid_rescue	36591	0.2476855452452623	0.24136995644877893	0.20043456461090364	0.2591389594283352	0.45861204013377926	0.33115731481830873	9568	0.7230189297713677	0.33169172932330826	0.4547586526814937	26600	0.0066565809379727685	0.0625	0.012031719989062073	352	0.0019277108433734939	0.11267605633802817	0.0037905709547500594	71
